order_id,restaurant_name,online_order,book_table,rate,votes,restaurant_location,rest_type,dish_like,cuisines,approx_cost,type_of_service,city
689,Swadista Aahar,Yes,No,3.4/5,54,"ITPL Main Road, Whitefield",Cafe,"Burgers, Pasta Alfredo, Pork Burger, Pizza","Cafe, Burger, Italian, Salad","1,000",Delivery,Brookefield
690,Aramane Donne Biriyani,Yes,No,3.6/5,92,Brookefield,Quick Bites,"Biryani, Chicken Curry","South Indian, North Indian, Chinese",350,Delivery,Brookefield
691,Ambur Star Briyani,Yes,No,3.6/5,89,Marathahalli,Quick Bites,Mutton Biryani,"North Indian, Kebab, Biryani, Rolls",700,Delivery,Brookefield
692,Litti Twist,Yes,No,4.1/5,673,Marathahalli,Quick Bites,"Chaat, Panipuri, Jalebi, Vada Pav, Samosa, Gol Gappe, Chole Bhature","Street Food, North Indian",200,Delivery,Brookefield
693,Roti Wala,Yes,No,3.7/5,205,Marathahalli,Quick Bites,"Thali, Lassi, Rice, Chole Bhature, Paratha, Dal Makhani, Dal Tadka",North Indian,350,Delivery,Brookefield
694,New Tasty Cafeteria,Yes,No,3.7/5,106,Brookefield,Food Court,Biryani Combo,"Andhra, North Indian, Chinese, Biryani",500,Delivery,Brookefield
695,Anda Ka Funda,Yes,No,3.8/5,97,Brookefield,Casual Dining,"Egg Biryani, Roti, Mutton Biryani, Chicken Chettinad","South Indian, Biryani",800,Delivery,Brookefield
696,The Biriyani Pedia,Yes,No,3.9/5,40,Whitefield,Casual Dining,Salmon,"Asian, Continental, North Indian, Italian","2,000",Delivery,Brookefield
697,Royal Biryani Kitchen,Yes,No,3.8/5,207,Whitefield,Quick Bites,"Beef Fry, Appam, Chicken Curry, Kerala Parotta, Idiyappam, Egg Curry, Biryani","Kerala, Chinese, North Indian",350,Delivery,Brookefield
698,Dev's Gugababa,Yes,Yes,4.0/5,152,Marathahalli,Casual Dining,"Vegetable Biryani, Paneer Tikka Masala, Butter Chicken, Faluda, Dal Makhani, Tandoori Chicken, Chicken Biryani","North Indian, Pizza, Fast Food",800,Delivery,Brookefield
699,Funky Punjab,Yes,No,3.6/5,49,Brookefield,Quick Bites,Burgers,"Fast Food, Burger",300,Delivery,Brookefield
700,Paratha Plaza,Yes,No,3.8/5,49,Whitefield,Dessert Parlor,Friendly Staff,Ice Cream,400,Delivery,Brookefield
701,Chokha Chowka,Yes,No,3.8/5,241,Whitefield,Casual Dining,"Biryani, Thali, Lemon Tea, Lassi, Coffee, Masala Paneer, Roti","Andhra, South Indian, North Indian, Biryani",550,Delivery,Brookefield
702,Kapoor's Biriyani,Yes,No,2.8/5,31,Whitefield,Casual Dining,"Appam, Egg Curry","South Indian, North Indian, Chinese",400,Delivery,Brookefield
703,Apna Punjab,Yes,No,3.4/5,372,Brookefield,Casual Dining,"Chicken Grill, Masala Papad, Shawarma, Mutton Kosha, Paratha, Kalmi Kebab, Gulab Jamun","Chinese, North Indian, Biryani, Juices",750,Delivery,Brookefield
704,New Punjabi Hotel,Yes,No,2.7/5,35,Brookefield,Quick Bites,Paratha,North Indian,150,Delivery,Brookefield
705,Mahesh Friends Food Center,Yes,No,4.2/5,819,Brookefield,Cafe,"Tea, Chai, Nachos, Poha, Veg Sandwich, Bombay Sandwich, Maggi","Cafe, Street Food",300,Delivery,Brookefield
706,Buff Buffet Buff,Yes,No,3.9/5,147,Whitefield,Quick Bites,"Tacos, Nachos, Pizza, Mexican Fries","Mexican, American, Fast Food",600,Delivery,Brookefield
707,Ulavacharu,Yes,No,3.5/5,51,Whitefield,Delivery,Lemon Rice,South Indian,600,Delivery,Brookefield
708,Brewsky,Yes,No,3.9/5,217,Marathahalli,Quick Bites,"Roti, Rice",North Indian,250,Delivery,Brookefield
709,Tim Tai,Yes,No,4.2/5,175,Marathahalli,Casual Dining,"Chicken Masala, Vegetable Biryani, Lassi, Paratha, Butter Naan, Butter Chicken, Veg Platter","North Indian, Mughlai, Seafood, Chinese","1,000",Delivery,Brookefield
710,Salt - Indian Restaurant Bar & Grill,Yes,Yes,3.8/5,818,Whitefield,"Casual Dining, Cafe","Tabakh Maaz, Phirni, Mutton Kanti, Saffron Kahwa, Tea, Mutton Roganjosh, Meat Balls","Kashmiri, Cafe","1,100",Delivery,Brookefield
711,Kopper Kadai,Yes,No,3.8/5,47,Marathahalli,Quick Bites,"Roast Chicken, Appam, Kadala Curry, Fish Fry",Kerala,300,Delivery,Brookefield
712,Harry's Bar + Cafe,Yes,Yes,3.8/5,129,Whitefield,"Bar, Casual Dining","Beer, Chicken Guntur, Paneer Tikka, Fish, Noodles, Cocktails, Gulab Jamun","North Indian, Continental, Mediterranean","1,200",Delivery,Brookefield
713,Wok Paper Scissors,Yes,No,3.8/5,81,"ITPL Main Road, Whitefield",Food Court,"Chicken Shashlik, Pasta, Veg Sizzler","Continental, Fast Food",500,Delivery,Brookefield
714,Two Friends Cauldron,Yes,No,3.1/5,175,Whitefield,"Dessert Parlor, Quick Bites","Waffles, Pizza, Coffee, Burgers, Hot Chocolate, Fries, Pancakes","Desserts, Cafe",600,Delivery,Brookefield
715,Beer Adda,Yes,No,3.8/5,117,Whitefield,Quick Bites,Rolls,"Fast Food, Rolls",450,Delivery,Brookefield
716,Aasife & Brothers Biriyani Centre,Yes,No,3.2/5,126,Whitefield,Quick Bites,"Potato Fries, Chicken Curry",Fast Food,300,Delivery,Brookefield
717,Fava Bistro,Yes,No,3.6/5,39,Whitefield,Quick Bites,Chai,"North Indian, Street Food",400,Delivery,Brookefield
718,Nuts Over Salads Cafe,Yes,No,3.5/5,178,Marathahalli,Casual Dining,"Phirni, Chicken Chaap, Mutton Biryani, Paratha","North Indian, Biryani, Mughlai, Kebab",800,Delivery,Brookefield
719,YORK St.,Yes,No,3.9/5,97,Marathahalli,"Beverage Shop, Quick Bites",Sandwich,"Beverages, Fast Food",400,Delivery,Brookefield
720,Roundup Cafe,Yes,No,4.0/5,141,Whitefield,Casual Dining,"Biryani, Gulab Jamun, Pav Bhaji","North Indian, Fast Food, Street Food",800,Delivery,Brookefield
721,Crumb Together,Yes,No,3.6/5,43,Whitefield,Delivery,"Burgers, Pasta, Chicken Sandwich, Chocolate Cake",Continental,500,Delivery,Brookefield
722,Noodle Panda,Yes,No,3.4/5,86,Whitefield,Quick Bites,"Panneer Butter Masala, Lassi",North Indian,300,Delivery,Brookefield
723,Karama Restaurant,Yes,No,3.6/5,94,Brookefield,Quick Bites,"Paratha, Tandoori Chicken, Panneer Butter Masala, Chole Bhature","North Indian, Chinese",300,Delivery,Brookefield
724,Tandoor And Spice,Yes,No,4.0/5,121,"Varthur Main Road, Whitefield",Casual Dining,"Hyderabadi Biryani, Palak Paneer, Veg Thali, Mushroom Biryani, Mutton Biryani","North Indian, Chinese, Biryani, Andhra",800,Delivery,Brookefield
725,Zero Mile Punjab,Yes,No,3.5/5,118,Marathahalli,Delivery,"Paratha, Chole Bhature, Matar Paneer, Baingan Bartha","North Indian, South Indian",200,Delivery,Brookefield
726,Cafe D'hide,Yes,No,3.8/5,60,Whitefield,Casual Dining,"Butter Chicken, Lassi, Thali, Dal Makhani, Mutton Roganjosh, Paneer Tikka, Malai Kofta","North Indian, Mughlai",800,Delivery,Brookefield
727,Caffe Pascucci,Yes,No,4.0/5,121,Brookefield,Quick Bites,"Veggie Pizza, French Fries","Pizza, Italian, Desserts",900,Delivery,Brookefield
728,Watson's,Yes,No,3.4/5,51,Marathahalli,Casual Dining,"Ghee Rice, Biryani, Chicken Bharta, Roti","North Indian, Biryani, Chinese",600,Delivery,Brookefield
729,Little Lucknow,Yes,No,4.2/5,416,Whitefield,"Casual Dining, Microbrewery","Cocktails, Beer, Jalebi, Tandoori Chicken, Mocktails, Paneer Tikka, Galauti Kebab",North Indian,"1,600",Delivery,Brookefield
730,Barbeque Delight,Yes,No,2.2/5,479,Marathahalli,Casual Dining,"Schezwan Chicken, Butter Chicken, Beer, Onion Pakoda, Tandoori Chicken, Dal Makhani, Lemon Chicken","North Indian, Chinese",650,Delivery,Brookefield
731,Meenu Oota Da Maane,Yes,Yes,3.8/5,818,Brookefield,"Casual Dining, Bar","Lemon Chicken, Egg Curry, Malai Kofta, Veg Starter, Biryani, Gajar Ka Halwa, Dal Tadka",North Indian,750,Delivery,Brookefield
732,Willys Top Cafe,Yes,No,3.2/5,267,Brookefield,Casual Dining,"Appam, Buttermilk, Idiyappam, Kerala Parotta, Chicken Curry, Paratha, Fish Fry","Kerala, Chinese",500,Delivery,Brookefield
733,WTF,Yes,Yes,3.7/5,690,Brookefield,Casual Dining,"Chicken Manchow Soup, Lime Soda, Clear Soup, Spring Roll, Veg Manchurian, Chilli Potatoes, Wonton Soup","Chinese, Seafood, Momos",750,Delivery,Brookefield
734,Tibetan Kitchen,Yes,No,3.6/5,55,Marathahalli,Casual Dining,"Biryani, Fried Rice","Chinese, North Indian, South Indian",750,Delivery,Brookefield
735,Aami Bangali,Yes,No,2.9/5,84,"ITPL Main Road, Whitefield",Casual Dining,"Butter Chicken, Chicken Tikka Masala, Paneer Tikka Masala, Sweet Lassi",North Indian,500,Delivery,Brookefield
736,Navami,Yes,No,2.8/5,89,Whitefield,Food Court,"Momos, Chop Suey","Chinese, Momos",500,Delivery,Brookefield
737,Sonar Bangala,Yes,No,3.6/5,194,Whitefield,Quick Bites,"Dal Makhani, Reshmi Kebab, Thali, Panneer Butter Masala, Naan, Rice, Masala Papad","North Indian, Mughlai, Chinese",350,Delivery,Brookefield
738,The Paramount Hotel,Yes,Yes,3.9/5,568,Whitefield,"Lounge, Bar","Pasta, Fish, Beer, Chicken Wings, Mocktails, Gulab Jamun, Lunch Buffet","Continental, Chinese","1,000",Delivery,Brookefield
739,Laziz Pizza,Yes,No,2.6/5,118,Marathahalli,"Casual Dining, Bar","Mocktails, Gulab Jamun, Chilli Chicken, Biryani, Lunch Buffet","North Indian, Chinese","1,200",Delivery,Brookefield
740,Hotel Food Lands,Yes,No,3.3/5,218,Brookefield,Casual Dining,"Chicken Lollipop, Idiyappam, Chicken Biryani, Fried Rice, Roti, Kerala Parotta, Pepper Chicken","North Indian, Mughlai, Chinese",550,Delivery,Brookefield
741,Chowpatty,Yes,No,2.9/5,38,Whitefield,"Dessert Parlor, Kiosk","Cheesecake, Kulfi","Ice Cream, Bakery, Desserts",200,Delivery,Brookefield
742,Mak n Vak - Fyn,Yes,Yes,3.9/5,663,Marathahalli,Casual Dining,"Thai Soup, Panneer Butter Masala, Pav Bhaji, Paneer Lajawab, Dahi Papadi Chaat, Butter Naan, Lassi","North Indian, Chinese, Continental, Street Food",750,Delivery,Brookefield
743,Biryani Junction,Yes,No,3.8/5,507,Whitefield,Casual Dining,"Deluxe Thali, Mango Lassi, Hara Bhara Kebab, Jumbo Lassi, Jal-jeera, Amritsari Paneer, Gulab Jamun","Chinese, North Indian",900,Delivery,Brookefield
744,Amritsari Kulcha Bite,Yes,No,2.1/5,242,Marathahalli,Quick Bites,"Rolls, Rasgulla, Fish Fry, Bhetki Paturi, Mutton Kosha, Veg Thali, Luchi",Bengali,400,Delivery,Brookefield
745,Hatti Kaapi,Yes,No,3.7/5,214,Whitefield,Food Court,"Rice, Paratha, Chicken Tikka Biryani, Tandoori Chicken, Lassi, Dal Makhani, Punjabi Veg Thali",North Indian,700,Delivery,Brookefield
746,The Yogisthaan Cafe,Yes,No,3.8/5,429,Marathahalli,Casual Dining,"Mutton Biryani, Fish Biryani, Paneer Biryani, Egg Biryani, Vegetable Biryani, Raita, Hyderabadi Biryani","Biryani, North Indian, Chinese",550,Delivery,Brookefield
747,Happy Belly Bakes,Yes,No,3.5/5,86,Brookefield,Casual Dining,Hyderabadi Biryani,"North Indian, Biryani, Chinese, Mughlai",500,Delivery,Brookefield
748,The French Loaf,Yes,No,3.9/5,62,Whitefield,Quick Bites,"Non Veg Thali, Egg Maggi","North Indian, Chinese",200,Delivery,Brookefield
749,Shiro,Yes,No,4.0/5,68,Marathahalli,Quick Bites,"Mutton Curry, Aloo Paratha",North Indian,250,Delivery,Brookefield
750,Smoke House Deli,Yes,No,4.0/5,34,Marathahalli,Casual Dining,"Chaat, Pav Bhaji, Kheer, Aloo Paratha, Rabri, Sweet Lassi",North Indian,800,Delivery,Brookefield
751,Meghana Foods,Yes,No,3.7/5,82,Brookefield,Quick Bites,"Sandwiches, Chaat, Panipuri, Sandwich","Fast Food, Sandwich, South Indian",150,Delivery,Brookefield
752,Caf???????????????????????????????? Felix,Yes,No,3.9/5,236,Brookefield,Casual Dining,"Palak Paneer, Chicken Boneless Biryani, Tandoori Chicken, Butter Naan, Buttermilk, Dal Fry, Roti","North Indian, South Indian, Chinese, Andhra, Biryani",750,Delivery,Brookefield
753,EatWater,Yes,No,4.1/5,515,Marathahalli,Quick Bites,"Samosa, Jalebi, Rasmalai, Poha, Aloo Poori, Panipuri, Aloo Sabji","North Indian, Street Food",150,Delivery,Brookefield
754,Xian,Yes,No,3.7/5,95,Marathahalli,Quick Bites,"Biryani, Raita","North Indian, Chinese, Seafood, Biryani",500,Delivery,Brookefield
755,Baahubelly,Yes,No,4.0/5,44,Brookefield,Quick Bites,"Waffles, Burgers, Pizza, Tea","Fast Food, Continental, Desserts",450,Delivery,Brookefield
756,Mummy Dhaba,Yes,No,4.1/5,31,Marathahalli,Quick Bites,"Pasta, Burgers, Fries, Nachos, Exotic Garlic Bread, Pizza, Thick Shakes","Fast Food, Beverages",300,Delivery,Brookefield
757,Sweet Chariot Cafe,Yes,Yes,4.1/5,859,Whitefield,"Casual Dining, Cafe","Masala Chaach, Dal Makhani, Pasta, Wood Fire Pizza, Sweet Lassi, Bharwan Mushroom, Paneer Tikka Masala","Cafe, Italian, Pizza, North Indian",900,Delivery,Brookefield
758,Ramana's,Yes,Yes,3.7/5,1813,Marathahalli,Casual Dining,"Paneer Tikka, Carrot Halwa, Rolls, Mutton Biryani, Chilli Chicken, Chicken Manchow Soup, Tom Yum Soup","Biryani, North Indian, Mughlai",850,Delivery,Brookefield
759,Fat Buddha,Yes,No,2.9/5,667,Marathahalli,Casual Dining,"Shawarma, Chicken Masala, Chicken Shawarama, Chicken Curry, Hot Wings, Butter Naan, Roti","Arabian, North Indian, Seafood, Chinese, Biryani",800,Delivery,Brookefield
760,Ta'aam,Yes,No,4.4/5,143,Brookefield,Quick Bites,"Rolls, Noodles, Mughlai Paratha, Paneer Kathi Roll, Veg Manchow Soup, Crispy Chicken, Chicken Manchurian","Rolls, Chinese",250,Delivery,Brookefield
761,RockSalt,Yes,No,4.1/5,120,Brookefield,Dessert Parlor,"Waffles, Chocolate Bomb, Brownie Delight","Desserts, Ice Cream",400,Delivery,Brookefield
762,Lassi Resto Cafe,Yes,No,3.0/5,382,Marathahalli,Casual Dining,"Noodles, Spring Roll, Kung Pao Chicken, Lamb, Sweet Corn Soup, Fish, Manchow Soup",Chinese,"1,000",Delivery,Brookefield
763,Fresh 'N' Grills,Yes,Yes,4.1/5,237,Brookefield,"Casual Dining, Bar","Pizza, Long Island Iced Tea, Jalapeno Cheeseballs, Lamb, Cocktails, Pandi Fry, Galauti Kebab","North Indian, Continental, Asian, Pizza","1,000",Delivery,Brookefield
764,Biryani Darbar,Yes,No,4.1/5,142,Whitefield,Cafe,"Sandwiches, Club Chicken Sandwich, Pizza, White Sauce Pasta, Coffee, Tomato Basil Pasta, Garlic Bread",Cafe,700,Delivery,Brookefield
765,7 Days Restaurant,Yes,No,4.1/5,180,"ITPL Main Road, Whitefield","Bakery, Dessert Parlor","Brownie, Blueberry Cheesecake, Chocolate Truffle, Blueberry Shake, Tiramisu, German Chocolate, Thick Shakes","Bakery, Desserts",300,Delivery,Brookefield
766,Satkar Restaurant,Yes,No,4.2/5,218,Brookefield,Sweet Shop,"Mysore Pak, Ladoo, Rasgulla","Mithai, Street Food",400,Desserts,Brookefield
767,Marley's Bistro,Yes,No,4.0/5,544,Brookefield,Bakery,"Burgers, Salads, Pizza, Sandwiches, Pesto Pasta, Pasta Alfredo, Chocolate Brownie Bowl",Bakery,450,Desserts,Brookefield
768,Tap House Resto Bar,Yes,No,4.1/5,120,Brookefield,Dessert Parlor,"Waffles, Chocolate Bomb, Brownie Delight","Desserts, Ice Cream",400,Desserts,Brookefield
769,Cedar Bar & Dive - Hotel Presidency,Yes,No,4.0/5,180,Brookefield,"Quick Bites, Dessert Parlor","Donut, Burgers, Eclair, Hot Chocolate","Burger, Desserts, Fast Food",550,Desserts,Brookefield
770,Sunny Side Bistro,Yes,No,4.5/5,949,Marathahalli,Dessert Parlor,"Ice Cream Sundae, Fruit Salad, Hot Chocolate Fudge, Brownie, Chocolate Mousse, Chocolate Icecreams, Almond Fudge","Ice Cream, Desserts",400,Desserts,Brookefield
771,Al Amanah Cafe,Yes,No,4.4/5,1034,Whitefield,Delivery,"Hyderabadi Chicken, Murgh Khurchan, Rajma, Brownie Chocolate, Cabbage Salad, Raita, Chicken Curry","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,Desserts,Brookefield
772,Tadkawala,Yes,No,4.1/5,284,Marathahalli,Dessert Parlor,"Waffles, Chocolate Avalanche, Chocolate Volcano, Lava Cake","Desserts, Ice Cream",300,Desserts,Brookefield
773,Sanky's Burger House,Yes,No,4.0/5,167,Marathahalli,Dessert Parlor,"Waffles, Pancakes, Liti Chokha, Ginger Tea, Maggi, Hot Chocolate, Chaat","Desserts, Street Food, Sandwich, Beverages",350,Desserts,Brookefield
774,Asha Sweets Center,Yes,No,3.9/5,124,Whitefield,Dessert Parlor,"Donut, Double Trouble, Cup Cake, Chocolate Decadence, Choco Bomb","Bakery, Desserts, Beverages",450,Desserts,Brookefield
775,Connie's Restaurant & Steakhouse,Yes,Yes,4.2/5,767,Brookefield,Casual Dining,"Hyderabadi Biryani, Chicken Kebab, Corn Paratha, Chicken Dosa, Butter Chicken, Fish, Malabari Biryani","North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",700,Dine-out,Brookefield
776,Seafood Place,Yes,No,4.2/5,819,Brookefield,Cafe,"Tea, Chai, Nachos, Poha, Veg Sandwich, Bombay Sandwich, Maggi","Cafe, Street Food",300,Dine-out,Brookefield
777,Annabell,Yes,Yes,3.5/5,261,Brookefield,"Pub, Casual Dining","Pasta, Beer, Pepper Chicken, Onion Rings, Mocktails, Supreme Pizza, Fish Finger","Continental, North Indian, Chinese","1,500",Dine-out,Brookefield
778,Samovar,Yes,No,3.8/5,97,Brookefield,Casual Dining,"Egg Biryani, Roti, Mutton Biryani, Chicken Chettinad","South Indian, Biryani",800,Dine-out,Brookefield
779,JS Food Court,Yes,No,3.9/5,236,Brookefield,Casual Dining,"Palak Paneer, Chicken Boneless Biryani, Tandoori Chicken, Butter Naan, Buttermilk, Dal Fry, Roti","North Indian, South Indian, Chinese, Andhra, Biryani",750,Dine-out,Brookefield
780,Karachi Bakery,Yes,Yes,3.8/5,818,Brookefield,"Casual Dining, Bar","Lemon Chicken, Egg Curry, Malai Kofta, Veg Starter, Biryani, Gajar Ka Halwa, Dal Tadka",North Indian,750,Dine-out,Brookefield
781,Fanoos,Yes,No,3.3/5,244,Brookefield,Quick Bites,"Fish, Veg Thali, Biryani","Bengali, North Indian, Chinese",400,Dine-out,Brookefield
782,Oregano Pizzeria,Yes,No,3.9/5,130,Brookefield,"Beverage Shop, Quick Bites","Poha, Ginger Tea, Samosa, Ginger Chai, Banana Cake, Cake Rusk, Coffee","Tea, Beverages, Fast Food",250,Dine-out,Brookefield
783,Jingo BBQ & Burgers,Yes,No,3.2/5,267,Brookefield,Casual Dining,"Appam, Buttermilk, Idiyappam, Kerala Parotta, Chicken Curry, Paratha, Fish Fry","Kerala, Chinese",500,Dine-out,Brookefield
784,American Bites,Yes,Yes,3.2/5,501,Brookefield,Cafe,"Poha, Masala Tea, Sandwiches, Pav Bhaji, Coffee, Egg Roll, Omelette","Cafe, Beverages",500,Dine-out,Brookefield
785,Imli,Yes,No,3.5/5,69,Brookefield,Casual Dining,"Dal Makhani, Butter Chicken, Tandoori Momos","Mughlai, North Indian, Biryani",850,Dine-out,Brookefield
786,Calicut Restaurant,Yes,No,3.0/5,148,Brookefield,Casual Dining,"Thali, Chilli Chicken, Chicken Curry, Andhra Meal, Vegetable Biryani","Andhra, Chinese, North Indian, Biryani",600,Dine-out,Brookefield
787,Chubalas Curry And Rice,Yes,Yes,3.7/5,690,Brookefield,Casual Dining,"Chicken Manchow Soup, Lime Soda, Clear Soup, Spring Roll, Veg Manchurian, Chilli Potatoes, Wonton Soup","Chinese, Seafood, Momos",750,Dine-out,Brookefield
788,Sannidhi Grand,Yes,No,3.3/5,218,Brookefield,Casual Dining,"Chicken Lollipop, Idiyappam, Chicken Biryani, Fried Rice, Roti, Kerala Parotta, Pepper Chicken","North Indian, Mughlai, Chinese",550,Dine-out,Brookefield
789,Fullyfilled,Yes,No,4.0/5,546,Brookefield,Casual Dining,"Raita, Chicken Biryani, Mutton Biryani, Vegetable Biryani, Chicken Curry, Prawn, Gulab Jamun","Biryani, Andhra, North Indian, Chinese",800,Dine-out,Brookefield
790,Caf???????????????????????????????? Secret Alley,Yes,No,3.4/5,372,Brookefield,Casual Dining,"Chicken Grill, Masala Papad, Shawarma, Mutton Kosha, Paratha, Kalmi Kebab, Gulab Jamun","Chinese, North Indian, Biryani, Juices",750,Dine-out,Brookefield
791,Vijaya Gardenia,Yes,No,3.2/5,789,Brookefield,Quick Bites,"Biryani, Chicken Grill, Roast Chicken, Tandoori Chicken, Pepper Chicken, Roti, Rolls","Arabian, Mughlai, Chinese, Kebab, Fast Food",400,Dine-out,Brookefield
792,Kenny's Restaurant,Yes,No,3.7/5,193,Brookefield,Quick Bites,"Burgers, Masala Fries, Wings","Fast Food, Burger",200,Dine-out,Brookefield
793,Hoppipola,Yes,No,4.0/5,44,Brookefield,Quick Bites,"Waffles, Burgers, Pizza, Tea","Fast Food, Continental, Desserts",450,Dine-out,Brookefield
794,Jai Mataji Farshan & Sweets,Yes,No,3.0/5,394,Brookefield,Quick Bites,"Burgers, Mcmuffin, French Fries, Waffles, Pancakes, Mc Veggie, Coffee","Burger, Fast Food",500,Dine-out,Brookefield
795,Wolf'ish,Yes,No,3.3/5,229,Brookefield,Quick Bites,"Paratha, Chicken Parantha, Chicken Curry, Panneer Butter Masala","North Indian, Chinese, Rolls",300,Dine-out,Brookefield
796,Chetty's Coffee,Yes,No,4.0/5,180,Brookefield,"Quick Bites, Dessert Parlor","Donut, Burgers, Eclair, Hot Chocolate","Burger, Desserts, Fast Food",550,Dine-out,Brookefield
797,Viceroy's Sarathi,Yes,No,4.0/5,293,Brookefield,Quick Bites,"Burgers, Hot Dog, Mint Mojito, French Fries, Bbq Burger, Lime Mojito, Grilled Burger","Cafe, Burger, Beverages",650,Dine-out,Brookefield
798,The Coffee Bean & Tea Leaf,Yes,No,3.6/5,94,Brookefield,Quick Bites,"Paratha, Tandoori Chicken, Panneer Butter Masala, Chole Bhature","North Indian, Chinese",300,Dine-out,Brookefield
799,SGS Non Veg - Gundu Pulav,Yes,Yes,4.0/5,2807,Whitefield,"Casual Dining, Bar","Chicken Salad, Mocktails, Mutton Curry, Chicken Dum Biryani, Egg Masala, Egg Salad, Karela Salad","Mughlai, North Indian, Biryani, Afghan","1,100",Dine-out,Brookefield
800,Funjabi,Yes,No,3.9/5,1618,Whitefield,Casual Dining,"Plain Rice, Hyderabadi Biryani, Panneer Butter Masala, Mutton Biryani, Tandoori Chicken, Chicken Boneless Biryani, Vegetable Biryani","Biryani, North Indian, Chinese, Seafood",800,Dine-out,Brookefield
801,Chichaba's Taj,Yes,Yes,4.0/5,364,Whitefield,Casual Dining,"Kerala Parotta, Appam, Ghee Rice, Sea Food, Paratha, Chicken Dum Biryani, Beef Fry","Kerala, Seafood, Chinese",700,Dine-out,Brookefield
802,Taipan,Yes,No,4.0/5,499,Whitefield,Casual Dining,"Noodles, Wonton Soup, Crispy Noodle, Chowmein, Chop Suey, Beijing Chicken, Prawn","Chinese, Thai",850,Dine-out,Brookefield
803,Masala Central,Yes,No,3.8/5,56,Whitefield,Casual Dining,"Sushi, Ramen, Noodles","Korean, Sushi",900,Dine-out,Brookefield
804,Broadway - The Gourmet Theatre,Yes,No,3.7/5,487,Marathahalli,Casual Dining,"Mutton Roganjosh, Shawarma, Chicken Biryani, Raita, Chicken Kebab, Tandoori Chicken, Butter Naan","Biryani, Mughlai, Chinese, Arabian",700,Dine-out,Brookefield
805,Bonum cibum,Yes,Yes,3.7/5,1813,Marathahalli,Casual Dining,"Paneer Tikka, Carrot Halwa, Rolls, Mutton Biryani, Chilli Chicken, Chicken Manchow Soup, Tom Yum Soup","Biryani, North Indian, Mughlai",850,Dine-out,Brookefield
806,Howrah Bridge,Yes,Yes,4.1/5,1739,Whitefield,Casual Dining,"Caesar Salad, Khao Suey, Beef Steak, Veggie Pizza, Pasta, Peri Peri Chicken Pizza, Mousse","Japanese, Italian, American, Asian, North Indian, Steak","1,400",Dine-out,Brookefield
807,Tea Addict,Yes,Yes,4.0/5,152,Marathahalli,Casual Dining,"Vegetable Biryani, Paneer Tikka Masala, Butter Chicken, Faluda, Dal Makhani, Tandoori Chicken, Chicken Biryani","North Indian, Pizza, Fast Food",800,Dine-out,Brookefield
808,Grilliez,Yes,No,3.5/5,338,Marathahalli,Casual Dining,"Naan, Kulcha, Panneer Butter Masala, Appam, Malabari Biryani, Tea, Al Faham Chicken","Arabian, Chinese, Kerala, North Indian, Biryani","1,000",Dine-out,Brookefield
809,House Stark Cafe,Yes,No,3.9/5,756,Marathahalli,Casual Dining,"Hyderabadi Biryani, Tikka, Chicken Biryani, Chicken Lollipop, Paneer Kulcha","North Indian, Biryani","1,000",Dine-out,Brookefield
810,Mid-Night Crunch,Yes,Yes,3.5/5,151,Marathahalli,Casual Dining,"Paratha, Kulcha, Biryani, Dal Makhani","North Indian, Chinese",800,Dine-out,Brookefield
811,M.M Restaurant,Yes,No,3.3/5,387,Whitefield,Casual Dining,"Raita, Paneer Biryani","Biryani, North Indian, Chinese",800,Dine-out,Brookefield
812,B.M.W - Bhookh Mitaane Wala,Yes,No,3.5/5,180,Whitefield,Casual Dining,"Butter Kulcha, Paneer Lababdar, Paratha, Lassi, Butter Chicken, Tawa Roti, Dal Makhani","North Indian, Chinese, Biryani",500,Dine-out,Brookefield
813,Rollin,Yes,No,3.0/5,177,Whitefield,Quick Bites,"Laccha Paratha, Butter Naan, Roti, Vegetable Biryani","North Indian, Biryani, Chinese",400,Dine-out,Brookefield
814,Kokomo,Yes,No,3.5/5,108,Marathahalli,Quick Bites,"Chole Bhature, Paratha, Veg Thali, Poori Bhaji, Chaat, Chhole Bhature","North Indian, Fast Food, Street Food",300,Dine-out,Brookefield
815,Crunch Pizzas - Express Delivery,Yes,No,3.8/5,373,Marathahalli,Quick Bites,"Paratha, Pizza Parantha, Sandwich, Tea, Honey Chilli Potatoes, Pasta Alfredo, Coffee","North Indian, Sandwich",300,Dine-out,Brookefield
816,The Charcoal Factory,Yes,No,3.8/5,632,Marathahalli,Quick Bites,"Rolls, Salad, Dal Makhani, Chicken Wrap, Pizza, Chocolate Cake, Chocolate Fantasy","North Indian, Biryani, Fast Food",500,Dine-out,Brookefield
817,Eatsomnia,Yes,No,3.3/5,184,Marathahalli,Quick Bites,"Rolls, Falafel, Biryani, Paratha","Fast Food, Biryani, Rolls",350,Dine-out,Brookefield
818,DinePost9,Yes,No,3.9/5,55,Marathahalli,Casual Dining,Momos,"Chinese, Thai, Momos",800,Dine-out,Brookefield
819,Dhaba Express,Yes,No,3.4/5,86,Whitefield,Quick Bites,"Panneer Butter Masala, Lassi",North Indian,300,Dine-out,Brookefield
