order_id,restaurant_name,online_order,book_table,rate,votes,restaurant_location,rest_type,dish_like,cuisines,approx_cost,type_of_service,city
1370,Ujwal Bar & Restaurant,Yes,No,4.3/5,1707,Church Street,Lounge,"Masala Peanuts, Cocktails, Paratha, Pizza, Pasta, Burgers, Brownie","Continental, Mediterranean, European","1,300",Delivery,Frazer Town
1371,Ember The Calabash,Yes,No,3.9/5,205,St. Marks Road,Casual Dining,"Rolls, Biryani, Chilli Chicken, Seekh Kebab, Rumali Roti, Burgers, Butter Naan","North Indian, Chinese, Fast Food",500,Delivery,Frazer Town
1372,Surya Refreshments,Yes,No,4.2/5,1766,St. Marks Road,Casual Dining,"Omelette, French Toast, Bun Masala, Pasta, Egg Pav Bhaji, Fajitas, Paneer Wrap","Continental, American",750,Delivery,Frazer Town
1373,La Heaven,Yes,No,4.2/5,255,Vasanth Nagar,Cafe,"Peri Peri Chicken, Shikanji, Peri Peri Pizza, Burgers, Steak, Bun Maskas, Pasta","Cafe, Continental, Fast Food",500,Delivery,Frazer Town
1374,Cafe Mandala,Yes,Yes,3.9/5,96,Brigade Road,"Casual Dining, Bar","Balti Gosht, Cocktails, Dal Makhani","Mughlai, North Indian, Desserts","1,300",Delivery,Frazer Town
1375,Mumbai Spice,Yes,No,3.9/5,450,Frazer Town,Casual Dining,"Biryani, Irani Chai, Tea, Lemonade, Mezze Platter, Shawarma, Plain Rice","Arabian, Middle Eastern",700,Delivery,Frazer Town
1376,Puff Cafe,Yes,No,4.3/5,654,Cunningham Road,"Cafe, Dessert Parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750,Delivery,Frazer Town
1377,Bademiyan Kebabs,Yes,Yes,4.2/5,982,Ulsoor,"Casual Dining, Bar","Sea Food, Spicy Crab Soup, Cocktails, Squid Fry, Prawn Curry, Lobster, Fish Curry","Goan, Mangalorean, Pizza","1,000",Delivery,Frazer Town
1378,Retreat Restaurant,Yes,No,3.7/5,184,Brigade Road,Quick Bites,"Burgers, Mc Spicy Chicken, Chicken Burger, Maharaja Mac","Burger, Fast Food",500,Delivery,Frazer Town
1379,Red Lantern,Yes,No,3.9/5,148,Brigade Road,Food Court,Donut,"Bakery, Desserts, Beverages",450,Delivery,Frazer Town
1380,Coastal Biryani Paradise,Yes,No,4.1/5,42,Church Street,Dessert Parlor,Nutella Pancakes,"Desserts, Ice Cream",150,Delivery,Frazer Town
1381,Jashn Hyderabadi Bawarchi,Yes,No,3.8/5,47,Banaswadi,"Sweet Shop, Quick Bites","Dabeli, Vada Pav, Dhokla, Farsan, Samosa, Jalebi","Mithai, Street Food",150,Delivery,Frazer Town
1382,Quickie's,Yes,No,3.8/5,31,Banaswadi,Food Court,"Waffles, Mocha Waffle","Desserts, Beverages",300,Delivery,Frazer Town
1383,Vande Matharam,Yes,Yes,4.0/5,2112,Brigade Road,Club,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Pizza, Cocktails","Chinese, Continental, North Indian, Burger, Pizza","2,000",Delivery,Frazer Town
1384,Shree Mahalakshmi Sweets,Yes,No,3.8/5,207,Cunningham Road,Casual Dining,"Thali, Filter Coffee, Vada, Rava Idli, Masala Dosa, Stuffed Kulcha, Naan","South Indian, North Indian, Chinese, Street Food",400,Delivery,Frazer Town
1385,Hatch,Yes,Yes,4.3/5,860,Cunningham Road,"Casual Dining, Cafe","Tea, Momos, Tiramisu, Sandwiches, Pesto Pasta, Sandwich, Chips","Continental, Cafe, Desserts, Salad, Momos","1,000",Delivery,Frazer Town
1386,1522 - The Pub,Yes,No,3.9/5,224,Church Street,Casual Dining,"Roti, Naan, Butter Chicken, Biryani, Saffron Rice, Mutton Kebab, Lassi","North Indian, Iranian",950,Delivery,Frazer Town
1387,Holige Mane,Yes,No,3.9/5,49,Race Course Road,"Dessert Parlor, Beverage Shop","Faluda, Sweet Lassi, Mango Lassi, Chocolate Fudge, Fruit Salad","Beverages, Desserts",150,Delivery,Frazer Town
1388,Punjab Mail,Yes,No,4.0/5,80,Frazer Town,Dessert Parlor,"Nutella Brownie, Ferrero Rocher","Desserts, Beverages",500,Delivery,Frazer Town
1389,Chandus Delux,Yes,Yes,4.1/5,765,Ulsoor,"Casual Dining, Bar","Steak, Burgers, Cocktails, Beer, Buffalo Wings, Pasta, Chicken Stroganoff","American, Mexican, Italian, Steak","1,200",Delivery,Frazer Town
1390,Sindh Kitchen,Yes,No,4.0/5,113,MG Road,Casual Dining,"Pasta, Salads, Sandwich, Coffee, Tea, Sandwiches","Italian, Bakery, Fast Food","1,000",Delivery,Frazer Town
1391,Bhairaveshwara Military Hotel,Yes,No,4.1/5,110,Indiranagar,"Quick Bites, Sweet Shop","Chaat, Panipuri, Chole Bhature, Rasmalai, Chhole Bhature, Sev Puri, Samosa","Mithai, Street Food",150,Delivery,Frazer Town
1392,Amrut,Yes,No,4.1/5,461,Church Street,Cafe,"Burgers, Fries, Mojito, Bbq Chicken Pizza, Pasta, Potato Wedges, Peri Peri Chicken","Cafe, American, Italian, Pizza, Burger",700,Delivery,Frazer Town
1393,Sukh Sagar Express,Yes,No,4.2/5,740,Cunningham Road,Cafe,"Sandwiches, Lemonade, Nachos, Mozzarella Sticks, Fries, Pasta, Pizza","Cafe, Continental, Italian, Burger",750,Delivery,Frazer Town
1394,Sea Rock,Yes,Yes,4.4/5,1842,Lavelle Road,Casual Dining,"Pizza, Pepperoni, Wine, Salads, Tiramisu, Chicken Bruschetta, Sangria","Italian, Salad","1,500",Delivery,Frazer Town
1395,Pulimunchi,Yes,No,4.2/5,231,Lavelle Road,"Bakery, Dessert Parlor","Macaroon, Fruit Tart, Opera Cake, Belgian Dark Chocolate, Orange Tart, Eclair, Chocolate Mousse","Bakery, French, Desserts",300,Delivery,Frazer Town
1396,Pakwan,Yes,No,3.8/5,106,Residency Road,Quick Bites,"Vada, Idli, Kharabath, Noodles, Filter Coffee","South Indian, Chinese",200,Delivery,Frazer Town
1397,HVR Veg,Yes,Yes,4.3/5,63,Brigade Road,Casual Dining,"Badam Milk, Cocktails, Mutton Liver Fry, Paan Mojito, Veg Thali, Mocktails, Neer Dosa","Seafood, South Indian, Bar Food, Mangalorean, Konkan",700,Delivery,Frazer Town
1398,Chikkanna Tiffin Room,Yes,No,3.9/5,201,Church Street,Quick Bites,"Paratha, Momos, Pasta, Lassi, Sandwiches, Burgers, Nachos","Fast Food, North Indian, Rolls",250,Delivery,Frazer Town
1399,South Ruchis Square,Yes,No,3.8/5,111,Cunningham Road,Dessert Parlor,"Chicken Lasagne, Chocolate Cake, Mushroom Quiche, Sandwiches, Pizza, Steak","Bakery, Fast Food",500,Delivery,Frazer Town
1400,Sea Route,Yes,No,3.7/5,73,Residency Road,Dessert Parlor,Waffles,"Desserts, Beverages",350,Delivery,Frazer Town
1401,Andhra Vantakam,Yes,No,4.2/5,121,Lavelle Road,"Casual Dining, Bar","Saffron Pilaf, Banana Chips, Cheesecake, Tender Coconut Ice Cream, Paratha, Begun Pora, Mocha Chingri",North Eastern,"1,000",Delivery,Frazer Town
1402,The Purple Pan,Yes,No,3.9/5,51,Indiranagar,Quick Bites,"Chai, Maggi, English Breakfast","Tea, Beverages, Fast Food",200,Delivery,Frazer Town
1403,Swasthi Spice Restaurant,Yes,No,3.9/5,134,Vasanth Nagar,Casual Dining,"Tender Coconut Chicken, Sea Food, Paneer Pakora, Chicken Biryani, Kori Roti, Fish Fry, Beer","Seafood, North Indian, Chinese",550,Delivery,Frazer Town
1404,Masti Masala,Yes,No,2.8/5,56,Vasanth Nagar,Quick Bites,"Masala Dosa, Coffee","South Indian, Street Food, Chinese, Fast Food",400,Delivery,Frazer Town
1405,Tandoori Junction,Yes,No,4.2/5,392,Indiranagar,Cafe,"English Breakfast, Waffles, Chicken Lasagne, Pasta, Watermelon Juice, Momos, Thukpa","Cafe, Continental, Fast Food",500,Delivery,Frazer Town
1406,Satakarni,Yes,Yes,4.0/5,933,Church Street,"Casual Dining, Bar","Burgers, Mocktails, Pasta, Cocktails, Beef Steak, Lunch Buffet, Chicken Steak","American, Continental, Steak, Salad","1,000",Delivery,Frazer Town
1407,Sizzling Pasto,Yes,No,4.0/5,868,Lavelle Road,Quick Bites,"Chole, Tea, Filter Coffee, Vada, Upma, Butter Masala Dosa, Idli","South Indian, North Indian, Street Food",400,Delivery,Frazer Town
1408,Amanthrana Gardenia,Yes,No,3.9/5,205,Brigade Road,Casual Dining,"Pizza, Pasta, Mozzarella Sticks, Mocktails, Tiramisu, Fries, Salad","Pizza, Italian, Continental, Desserts",800,Delivery,Frazer Town
1409,Sher-E-Punjab,Yes,No,3.5/5,98,Indiranagar,Casual Dining,"Tandoori Chicken, Paneer Makhani, Mutton Roganjosh, Paratha, Aloo Jeera, Butter Chicken","North Indian, Chinese, Biryani",600,Delivery,Frazer Town
1410,Punjabi Tasty Khana,Yes,No,4.1/5,183,Lavelle Road,Dessert Parlor,"Coffee, Sandwiches, Hot Chocolate, Tiramisu, Latte, Cup Cake, Brownie",Desserts,550,Delivery,Frazer Town
1411,Prajwal The Restaurant,Yes,No,2.9/5,50,Brigade Road,Quick Bites,"Masala Dosa, Panneer Butter Masala, Thali","South Indian, North Indian, Chinese",350,Delivery,Frazer Town
1412,Hongkong Garden,Yes,No,4.1/5,1120,Brigade Road,Casual Dining,"Potato Mash, Sizzler Brownie, Steak, Pasta, Caramel Custard, Spicy Chicken Sizzler, Spaghetti","American, Continental, Fast Food, Steak","1,500",Delivery,Frazer Town
1413,Punjabi Twist,Yes,No,4.4/5,68,Lavelle Road,Quick Bites,"Irish Coffee, Gelato Ice Cream, Italian Icecream, Chocolate Cake","Desserts, Ice Cream",300,Delivery,Frazer Town
1414,Chickpet Donne Biryani House,Yes,No,3.9/5,43,Indiranagar,Quick Bites,"Kesari Bath, Vada, Filter Coffee",South Indian,150,Delivery,Frazer Town
1415,Biryani Mane,Yes,No,3.8/5,59,Commercial Street,Sweet Shop,"Dhokla, Raj Kachori, Rabri","Fast Food, Mithai",300,Delivery,Frazer Town
1416,Basmati Bar & Restaurant,Yes,Yes,4.1/5,297,Richmond Road,Casual Dining,"Breakfast Platter, Roast Chicken, Sea Food, Calamari, Waffles, Chorizo Pav, Prawn","Goan, Seafood, Konkan, Desserts","1,000",Delivery,Frazer Town
1417,Nandighosha,Yes,No,3.7/5,279,Brigade Road,Casual Dining,"Sea Food, Fish, Murgh Ghee Roast, Crabmeat Soup, Jeera Rice, Prawn, Chicken Grill","North Indian, Chinese, Seafood",800,Delivery,Frazer Town
1418,9D Foods,Yes,No,4.0/5,1207,Brigade Road,"Bar, Quick Bites","Cocktails, Pizza, Murgh Platter, Draught Beer, Chicken Wings, Veg Platter, Fries","Continental, Chinese","2,000",Delivery,Frazer Town
1419,Kabab Souq,Yes,No,3.4/5,50,Church Street,Casual Dining,"Paratha, Tea, Pasta, Omelette, Rolls, Sandwich","North Indian, Chinese, European",600,Delivery,Frazer Town
1420,Namma Madurai,Yes,No,3.8/5,137,Indiranagar,"Casual Dining, Bar","Sea Food, Neer Dosa, Murgh Ghee Roast, Chicken Sukha, Beer, Butter Chicken, Fish Masala Fry","North Indian, Chinese",750,Delivery,Frazer Town
1421,Rayalaseema Chefs,Yes,Yes,2.2/5,406,MG Road,Casual Dining,"Nachos, Pizza, Margarita, Mushroom Soup, Tacos, Tortilla Soup, Chicken Burritos",Mexican,"1,000",Delivery,Frazer Town
1422,Akshara,Yes,No,3.8/5,260,MG Road,Cafe,"Coffee, Sandwiches, Blueberry Muffin, Pancakes, Espresso, Cappuccino, Cheesecake",Cafe,700,Delivery,Frazer Town
1423,Lion King,Yes,No,3.9/5,55,St. Marks Road,Quick Bites,Chilli Chicken,"Biryani, Fast Food",400,Delivery,Frazer Town
1424,Barkaas,Yes,No,3.7/5,58,Indiranagar,Delivery,"Sandwiches, Poha, Fruit Parfait, Pasta","Healthy Food, Sandwich",300,Delivery,Frazer Town
1425,Longlive Pizza,Yes,No,4.2/5,1208,Indiranagar,Cafe,"Salads, Sandwich, Pasta, Tea, Hot Chocolate, Paella, Banana Smoothie","Cafe, Healthy Food, Salad, Beverages",600,Delivery,Frazer Town
1426,Sardaar Ka Chulla,Yes,No,4.1/5,153,Vasanth Nagar,Cafe,"Burgers, Peri Peri Fries, Exotic Pizza, Sandwiches, Veggie Pizza, White Sauce Pasta, French Fries","Cafe, Italian",300,Delivery,Frazer Town
1427,Chatorezz,Yes,No,4.1/5,125,MG Road,"Casual Dining, Cafe","Waffles, Sandwiches, Nachos, Burgers, Chicken Keema Pizza, Penne Pasta, Smoothie Bowl","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900,Delivery,Frazer Town
1428,99 Caffe,Yes,No,4.0/5,134,Church Street,Quick Bites,"Fried Cheese, French Fries, Maggi, Thick Shakes, Chilli Cheese Fries, Tea","Fast Food, Beverages",450,Delivery,Frazer Town
1429,Chinese Street,Yes,No,3.6/5,95,Infantry Road,"Cafe, Casual Dining","Pasta, Burgers, Fries, Bbq Chicken Pizza, Peri Peri Chicken Pizza, Bbq Burger, Nachos","Cafe, Burger, Italian, Fast Food",650,Delivery,Frazer Town
1430,House of Torte,Yes,No,3.9/5,462,Ulsoor,"Cafe, Casual Dining","Chocolate Shake, Wine, Burgers, Sangria, Paratha, Pasta, Fish","Cafe, American, Continental, Steak",800,Delivery,Frazer Town
1431,Punjabi Tandoor,Yes,Yes,4.3/5,226,MG Road,"Bar, Casual Dining","Paneer Satay, Beer, Creme Brulee, Crispy Prawns",Asian,"2,000",Delivery,Frazer Town
1432,Foodishq,Yes,No,3.8/5,72,Brigade Road,Cafe,"Sandwich, Garlic Bread, Brownie, Potato Wedges, French Fries","Cafe, American, Italian, Burger",650,Delivery,Frazer Town
1433,BFC Family Restaurant,Yes,No,3.4/5,122,Residency Road,Cafe,"Coffee, Fries, Cappuccino, Margherita Pizza","Cafe, Beverages, Fast Food",600,Delivery,Frazer Town
1434,Strawbees,Yes,No,3.9/5,65,Brigade Road,"Quick Bites, Bakery","Burgers, Sandwiches, Momos, Chicken Seekh Roll, Sandwich","Fast Food, Bakery",250,Delivery,Frazer Town
1435,Hungree Belly,Yes,No,3.8/5,66,Indiranagar,Quick Bites,"Filter Coffee, Mini Idlis","South Indian, Fast Food",200,Delivery,Frazer Town
1436,US Pizza,Yes,No,4.0/5,68,Church Street,Dessert Parlor,Hot Chocolate,Desserts,250,Delivery,Frazer Town
1437,Jashn,Yes,No,3.9/5,371,MG Road,"Sweet Shop, Quick Bites","Rasgulla, Luchi, Samosa, Radhaballavi, Rasmalai, Kheer Kadam, Chamcham","Mithai, Street Food",200,Delivery,Frazer Town
1438,Matka House,Yes,No,4.1/5,252,Frazer Town,"Bakery, Cafe","Hot Chocolate, Brownie, Chocolate Truffle, Apple Tart, Cup Cake, Macaroon, Chocolate Cake","Bakery, Cafe",350,Delivery,Frazer Town
1439,Mr Manchurian,Yes,Yes,3.8/5,298,Indiranagar,Casual Dining,"Panner Tikka, Chicken Biryani, Thali, Gajar Ka Halwa, Lunch Buffet, Raita, Tandoori Aloo","North Indian, Chinese, Continental","1,200",Delivery,Frazer Town
1440,Odisha Kitchen,Yes,No,3.8/5,362,Frazer Town,Cafe,"English Breakfast, Healthy Breakfast, Waffles, Chicken Sandwich, Pancakes, Pork Sausage, Eggs Benedict","Cafe, Continental",700,Delivery,Frazer Town
1441,VSV Chettinad,Yes,Yes,4.0/5,188,Shivajinagar,"Casual Dining, Bar","Biryani, Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani","North Indian, Lucknowi","1,300",Delivery,Frazer Town
1442,Punjabi Dawat,Yes,No,4.3/5,1133,Infantry Road,Cafe,"Burgers, Pasta, Cheesy Fries, Beef Burger, Ice Tea, Steak Burger, Lamb","Cafe, Fast Food, Burger",800,Delivery,Frazer Town
1443,Ackley Kitchen,Yes,No,3.5/5,140,Church Street,Casual Dining,"Mango Lassi, Butter Chicken, Manchurian, Dehati Chicken, Paneer Lababdar, Chilli Chicken, Palak Paneer",North Indian,600,Delivery,Frazer Town
1444,Wok Steam & Grills,Yes,No,3.9/5,149,Frazer Town,Dessert Parlor,"Rolls, Ice Cream Roll","Ice Cream, Desserts",500,Desserts,Frazer Town
1445,Chullah Bhatti,Yes,No,4.1/5,252,Frazer Town,"Bakery, Cafe","Hot Chocolate, Brownie, Chocolate Truffle, Apple Tart, Cup Cake, Macaroon, Chocolate Cake","Bakery, Cafe",350,Desserts,Frazer Town
1446,Inhouse Burger,Yes,No,4.0/5,80,Frazer Town,Dessert Parlor,"Nutella Brownie, Ferrero Rocher","Desserts, Beverages",500,Desserts,Frazer Town
1447,Urban Solace - Caf???????????????????????????????????????????????????????????????? for the Soul,Yes,No,4.0/5,78,Commercial Street,"Quick Bites, Beverage Shop","Sandwiches, Rose Faluda, Pizza, Custard Apple Cream, Pav Bhaji","Fast Food, Pizza, Rolls, Beverages, Juices",350,Desserts,Frazer Town
1448,Moto Store & Caf????????????????????????????????????????????????????????????????,Yes,No,3.8/5,59,Commercial Street,Sweet Shop,"Dhokla, Raj Kachori, Rabri","Fast Food, Mithai",300,Desserts,Frazer Town
1449,Loca Moca,Yes,No,3.9/5,54,Commercial Street,"Beverage Shop, Dessert Parlor","Thick Shakes, Chocolate Hazelnut Shake, Oreo Shake","Desserts, Beverages, Ice Cream",400,Desserts,Frazer Town
1450,Asaivam Restaurant,Yes,No,3.9/5,73,Shivajinagar,"Dessert Parlor, Beverage Shop","Faluda, Sweet Lassi, Fruit Salad, Mango Lassi, Kulfi","Beverages, Desserts",150,Desserts,Frazer Town
1451,Caf???????????????????????????????????????????????????????????????? Secret Alley,Yes,No,4.3/5,654,Cunningham Road,"Cafe, Dessert Parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750,Desserts,Frazer Town
1452,The Twisted Desi,Yes,No,4.2/5,255,Vasanth Nagar,Cafe,"Peri Peri Chicken, Shikanji, Peri Peri Pizza, Burgers, Steak, Bun Maskas, Pasta","Cafe, Continental, Fast Food",500,Desserts,Frazer Town
1453,Foreign Caf????????????????????????????????????????????????????????????????,Yes,No,3.8/5,31,Banaswadi,Food Court,"Waffles, Mocha Waffle","Desserts, Beverages",300,Desserts,Frazer Town
1454,Copacabana Pub,Yes,No,4.1/5,1447,Frazer Town,Casual Dining,"Biryani, Haleem, Jumbo Shawarma, Kerala Parotta, Barbeque Chicken, Mutton Raan Biriyani, Dum Aloo","Arabian, North Indian, Chinese, Beverages",800,Dine-out,Frazer Town
1455,Wazir's,Yes,No,4.1/5,69,Frazer Town,Casual Dining,"Naan, Mutton Kebab, Memon Mutton Biryani, Mutton Keema",North Indian,700,Dine-out,Frazer Town
1456,Chaiywaala Da Dhaba,Yes,No,4.3/5,1380,Frazer Town,Casual Dining,"Sea Food, Neer Dosa, Fish, Caramel Pudding, Curry Crab, Bombil Fry, Masala Prawn","Mangalorean, Seafood",700,Dine-out,Frazer Town
1457,Cafe Poetry,Yes,No,3.9/5,851,Frazer Town,Casual Dining,"Mutton Biryani, Shawarma, Bheja Fry, Pahari Chicken, Butter Chicken, Mutton Chops, Butter Naan","Mughlai, North Indian, Chinese",700,Dine-out,Frazer Town
1458,Mughlai Azam,Yes,No,3.9/5,443,Frazer Town,Casual Dining,"Mutton Biryani, Paya Soup, Bheja Masala, Phirni, Brain Fry, Chicken Kebab, Chicken Grill","Biryani, North Indian, Mughlai",600,Dine-out,Frazer Town
1459,Cafe Nosh,Yes,No,3.9/5,194,Frazer Town,Casual Dining,"Noodles, Rolls, Mala Chicken, Momos, Chop Suey","Chinese, Thai, Momos, Vietnamese",800,Dine-out,Frazer Town
1460,Wok Chow,Yes,No,3.5/5,126,Frazer Town,Casual Dining,"Noodles, Dragon Chicken, Chop Suey","Chinese, Momos",700,Dine-out,Frazer Town
1461,D-Zaprino,Yes,No,3.1/5,112,Frazer Town,Casual Dining,"Noodles, Manchow Soup, Chicken Lollipop, Momos, Chop Suey",Chinese,"1,000",Dine-out,Frazer Town
1462,Akshaya Deluxe,Yes,No,3.7/5,75,Frazer Town,Quick Bites,"Sandwiches, Tea, Masala Chai, Pasta, Maggi, Sandwich, Chicken Burger",North Indian,300,Dine-out,Frazer Town
1463,KHOPCHA,Yes,No,3.9/5,132,Frazer Town,Quick Bites,"Rolls, Mutton Seekh, Chicken Roll","Arabian, Rolls, North Indian, BBQ",400,Dine-out,Frazer Town
1464,New Shanthi Sagar,Yes,No,3.7/5,288,Frazer Town,Quick Bites,Pizza,"Pizza, Fast Food",400,Dine-out,Frazer Town
1465,Mad Over Fries,Yes,No,3.3/5,263,Frazer Town,Quick Bites,"Zinger Burger, Burgers, Popcorn Chicken","Burger, Fast Food",400,Dine-out,Frazer Town
1466,Bhavani Vada Pav,Yes,No,3.8/5,89,Frazer Town,Quick Bites,"Rolls, Fries, Egg Roll","Fast Food, Rolls, Momos",250,Dine-out,Frazer Town
1467,Flavours Inn,Yes,Yes,4.0/5,188,Shivajinagar,"Casual Dining, Bar","Biryani, Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani","North Indian, Lucknowi","1,300",Dine-out,Frazer Town
1468,B1,Yes,No,4.2/5,175,Commercial Street,Casual Dining,"Momos, Thukpa, Noodles, Nepali Thali, Chicken Momo, Chilli Momo","Nepalese, Tibetan, Momos",800,Dine-out,Frazer Town
1469,Rigan Hyderabadi Bawarchi,Yes,No,2.9/5,238,Shivajinagar,Casual Dining,"Biryani, Shawarma, Ghee Rice, Chicken Grill, Sulemani Chai, Chicken Manchurian, Methi Murg","North Indian, Chinese, Biryani, Kebab, Juices",800,Dine-out,Frazer Town
1470,Brahmins Food Corner,Yes,No,2.8/5,296,Commercial Street,Casual Dining,"Mutton Biryani, Brinjal Curry, Chicken Biryani, Kheer, Hyderabadi Biryani, Raita, Kebab Platter",Biryani,600,Dine-out,Frazer Town
1471,Absolute Waffles,Yes,No,4.0/5,78,Commercial Street,"Quick Bites, Beverage Shop","Sandwiches, Rose Faluda, Pizza, Custard Apple Cream, Pav Bhaji","Fast Food, Pizza, Rolls, Beverages, Juices",350,Dine-out,Frazer Town
1472,Bikaner Sweets,Yes,Yes,4.2/5,1148,HSR,Casual Dining,"Sushi, Cocktails, Mocktails, Bamboo Chicken Biryani, Coconut Soup, Pasta, Sea Food","Japanese, North Indian, Italian, Korean, Mexican, Thai","1,800",Buffet,HSR
1473,Lincoln Bistro,Yes,No,4.5/5,188,HSR,Casual Dining,"Shawarma, Pasta, Falafel, Mocktails, Babaganush, Pizza, Chicken Shawarama","Lebanese, Turkish","1,200",Buffet,HSR
1474,Dindigul Thalappakatti,Yes,No,3.3/5,292,HSR,Casual Dining,"Rasgulla, Egg Devils, Mutton Kosha, Luchi, Chicken Biryani, Aalo Bhaja, Mughlai Paratha","Bengali, Seafood",600,Buffet,HSR
1475,Bhookha Sher,Yes,No,4.0/5,77,HSR,Cafe,"Burgers, Ginger Tea, Sandwich, Protein Shake, Chai, Sandwiches, Fries","Cafe, Beverages",300,Cafes,HSR
1476,Cheesy Juicy Burgers,Yes,No,4.1/5,564,HSR,Cafe,"Burgers, Pita Bread, Fries, Charcoal Chicken, Falafel Wrap, Barbeque Chicken, Saffron Rice","Cafe, Arabian, Continental, Turkish, Fast Food, Burger, Beverages",600,Cafes,HSR
1477,Feel@Home,Yes,No,3.9/5,44,HSR,Cafe,Fries,"Cafe, Desserts, Fast Food, Burger",300,Cafes,HSR
1478,Srinidhi Sagar,Yes,No,3.7/5,455,HSR,"Takeaway, Delivery",Rolls,"North Indian, Chinese",400,Delivery,HSR
1479,Just Khao Suey,Yes,No,4.1/5,723,Koramangala 6th Block,Delivery,"Paneer Tikka Pizza, Veggie Pizza, Chocolate Tart, Peri Peri Chicken Pizza, Pasta, Kit Kat Shake, Burgers","Pizza, Italian, Beverages",700,Delivery,HSR
1480,Cup Chronicles Cafe,Yes,No,3.9/5,184,HSR,Casual Dining,Biryani,"Chinese, North Indian, Biryani",600,Delivery,HSR
1481,Snacks Joint,Yes,No,3.7/5,503,Koramangala 1st Block,Delivery,"Butter Chicken, Pasta, Gulab Jamun, Rolls, Fruit Custard, Halwa, Maggi","North Indian, South Indian, Chinese",500,Delivery,HSR
1482,Le Casse Cro????????????????????????????????????????????????????????????????te,Yes,No,4.1/5,209,Koramangala 4th Block,Quick Bites,"Pizza, Dragon Chicken, Butter Chicken, Noodles, Chicken Wings, Chicken Noodle","Continental, Pizza, Chinese",400,Delivery,HSR
1483,Roll Er Dokaan,Yes,No,4.0/5,195,Koramangala 6th Block,Delivery,"Thai Chicken, Momos","Thai, Chinese",500,Delivery,HSR
1484,Sabari Juice Junction,Yes,No,3.0/5,238,Indiranagar,Delivery,"Pizza, Pepperoni",Pizza,500,Delivery,HSR
1485,Grill Hut,Yes,No,4.1/5,292,Koramangala 6th Block,Quick Bites,"Burgers, Cheesy Pizza, Chips, Fries, Rice Bowl, White Sauce Pasta, Chicken Wings","Burger, Pizza, Momos",600,Delivery,HSR
1486,New Tandoor,Yes,No,4.0/5,353,Sarjapur Road,Delivery,"Brownie Chocolate, Chicken Biryani, Noodles, Veg Momos","North Indian, Chinese, Biryani",500,Delivery,HSR
